date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:43:21	6900/6900	---MCZ	200	added ('OK')	text/xml	date:Mon,%2023%20May%202022%2017:43:21%20GMT	https://royborkin.editorx.io/osthesis---royborkin/blog-feed.xml	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/blog-feed.xml	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:21	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:21%20GMT	https://royborkin.editorx.io/265e9a4a.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/265e9a4a.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:21	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:22%20GMT	https://royborkin.editorx.io/18f3b6df.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/18f3b6df.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:21	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:22%20GMT	https://royborkin.editorx.io/4a6a7fc9.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/4a6a7fc9.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:21	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:22%20GMT	https://royborkin.editorx.io/37bd0eeb.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/37bd0eeb.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:22	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:22%20GMT	https://royborkin.editorx.io/ba7d2620.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/ba7d2620.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:22	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:23%20GMT	https://royborkin.editorx.io/0078bb82.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/0078bb82.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:22	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:23%20GMT	https://royborkin.editorx.io/186633ba.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/186633ba.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:22	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:23%20GMT	https://royborkin.editorx.io/2aa93db9.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/2aa93db9.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:23	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:23%20GMT	https://royborkin.editorx.io/9a0ae350.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/9a0ae350.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:23	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:23%20GMT	https://royborkin.editorx.io/e8ad17f3.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/e8ad17f3.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:23	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:24%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~bootstrap-classic.8c7d9b7b.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_bootstrap-classic.8c7d9b7b.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:23	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:24%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:23	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:24%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~bootstrap-responsive.e8ad17f3.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_bootstrap-responsive.e8ad17f3.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:24	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:24%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~common-site-members-dialogs.e6a271c3.chunk.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_common-site-members-dialogs.e6a271c3.chunk.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:24	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:25%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~common-site-members-dialogs.1cd0180b.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_common-site-members-dialogs.1cd0180b.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:24	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:25%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~bootstrap.5641211f.chunk.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_bootstrap.5641211f.chunk.min.css	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:24	1745/1745	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:25%20GMT	https://royborkin.editorx.io/rb_wixui.thunderbolt~bootstrap.9a0ae350.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/rb_wixui.thunderbolt_bootstrap.9a0ae350.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:25	13700/13700	---M--	200	added ('OK')	image/png	etag:%2229eaac4ae6c7ff20b4e69d9e8a34c9c8%22	https://static.wixstatic.com/media/dfb9ea_d2549b69305d4c82af5ad9f4092f68f4~mv2.png/v1/crop/x_1,y_0,w_565,h_568/fill/w_170,h_170,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/rb%20(1).png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/dfb9ea_d2549b69305d4c82af5ad9f4092f68f4_mv2.png/v1/crop/x_1,y_0,w_565,h_568/fill/w_170,h_170,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/rb%20(1).png	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:25	514/514	---M--	200	added ('OK')	image/png	etag:%22CM7n5MuIqPYCEAE=%22	https://static.wixstatic.com/media/84770f_055d997816fc45ef9c3949dfc753ec49~mv2.png/v1/fill/w_245,h_26,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Hard%20Gradient%20from%20bottom.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/84770f_055d997816fc45ef9c3949dfc753ec49_mv2.png/v1/fill/w_245,h_26,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Hard%20Gradient%20from%20bottom.png	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:26	18877/18877	---M--	200	added ('OK')	image/png	etag:%2224a9026ee644710a506cd1c4012d2b09%22	https://static.wixstatic.com/media/dfb9ea_e84649faa9af497d968386ac0b76edf6~mv2.png/v1/fill/w_245,h_175,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Untitled_2022-May-23_08-30-49AM-000_CustomizedView8199009072_png.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/dfb9ea_e84649faa9af497d968386ac0b76edf6_mv2.png/v1/fill/w_245,h_175,al_c,q_85,usm_0.66_1.00_0.01,blur_2/Untitled_2022-May-23_08-30-49AM-000_CustomizedView	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:26	2119/2119	---M--	200	added ('OK')	image/jpeg	etag:%22CLrjndn1n/YCEAE=%22	https://static.wixstatic.com/media/ea26fd_8ed7dc63397c45969e1d658cb28c5a7bf000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/ea26fd_8ed7dc63397c45969e1d658cb28c5a7bf000.jpg	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/ea26fd_8ed7dc63397c45969e1d658cb28c5a7bf000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/ea26fd_8ed7dc63397c45969e1d658cb28c5a7bf000.25.del	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:27	14350/14350	---M--	200	added ('OK')	image/png	etag:%22ba66efb99fb8792452373ac722252efc%22	https://static.wixstatic.com/media/dfb9ea_1cae6ec4a7024fb3b5fbeaff65f9d6e2~mv2.png/v1/fill/w_170,h_170,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/rb2%20(1).png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/dfb9ea_1cae6ec4a7024fb3b5fbeaff65f9d6e2_mv2.png/v1/fill/w_170,h_170,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/rb2%20(1).png	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:28	663057/663057	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20May%202022%2017:43:27%20GMT	https://royborkin.editorx.io/osthesis---royborkin/games	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/games.html	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:28	34003/34003	---M--	200	added ('OK')	image/png	etag:%22CPf65suIqPYCEAE=%22	https://static.wixstatic.com/media/84770f_62f7b7cff40244d3a41b1b39ce6ea7a7~mv2.png/v1/fill/w_245,h_138,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Gradient%20Orb.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/84770f_62f7b7cff40244d3a41b1b39ce6ea7a7_mv2.png/v1/fill/w_245,h_138,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Gradient%20Orb.png	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:28	427859/427859	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20May%202022%2017:43:27%20GMT	https://royborkin.editorx.io/osthesis---royborkin/company	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/company.html	(from https://royborkin.editorx.io/osthesis---royborkin)
20:43:28	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:29%20GMT	https://royborkin.editorx.io/osthesis---royborkin/decodeURIComponent(e	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/decodeURIComponent(e	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:28	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:29%20GMT	https://royborkin.editorx.io/osthesis---royborkin/robots.txt	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/robots.txt	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:30	464/464	---M--	200	added ('OK')	text/xml	date:Mon,%2023%20May%202022%2017:43:30%20GMT	https://royborkin.editorx.io/osthesis---royborkin/sitemap.xml	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/sitemap.xml	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:30	1746/1746	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:30%20GMT	https://royborkin.editorx.io/osthesis---royborkin/feed.xml	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/feed.xml	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:30	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:31%20GMT	https://royborkin.editorx.io/osthesis---royborkin/265e9a4a.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/265e9a4a.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:30	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:31%20GMT	https://royborkin.editorx.io/osthesis---royborkin/18f3b6df.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/18f3b6df.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:30	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:31%20GMT	https://royborkin.editorx.io/osthesis---royborkin/4a6a7fc9.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/4a6a7fc9.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:31	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:31%20GMT	https://royborkin.editorx.io/osthesis---royborkin/ba7d2620.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/ba7d2620.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:31	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:32%20GMT	https://royborkin.editorx.io/osthesis---royborkin/186633ba.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/186633ba.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:31	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:32%20GMT	https://royborkin.editorx.io/osthesis---royborkin/9a0ae350.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/9a0ae350.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:31	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:32%20GMT	https://royborkin.editorx.io/osthesis---royborkin/e8ad17f3.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/e8ad17f3.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:32	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:32%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~bootstrap-classic.8c7d9b7b.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_bootstrap-classic.8c7d9b7b.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:32	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:32%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:32	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:33%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~bootstrap-responsive.e8ad17f3.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_bootstrap-responsive.e8ad17f3.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:33	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:33%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~common-site-members-dialogs.e6a271c3.chunk.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_common-site-members-dialogs.e6a271c3.chunk.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:33	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:34%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~common-site-members-dialogs.1cd0180b.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_common-site-members-dialogs.1cd0180b.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:33	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:34%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~bootstrap.5641211f.chunk.min.css	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_bootstrap.5641211f.chunk.min.css	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:33	1746/1746	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20May%202022%2017:43:34%20GMT	https://royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt~bootstrap.9a0ae350.chunk.min.js	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/royborkin.editorx.io/osthesis---royborkin/rb_wixui.thunderbolt_bootstrap.9a0ae350.chunk.min.js	(from https://royborkin.editorx.io/osthesis---royborkin/company)
20:43:34	15138/15138	---M--	200	added ('OK')	image/png	etag:%226f7cab0f0ad9552a21d4d54a5e0590ba%22	https://static.wixstatic.com/media/dfb9ea_7c6bca968e4247b8bb13ab36914b6431~mv2.png/v1/fill/w_245,h_189,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Untitled_2022-May-23_07-53-35AM-000_CustomizedView2089428910_png.png	C:/Users/roybo/Desktop/New%20folder/OSTHESIS%20-%20RoyBorkin/static.wixstatic.com/media/dfb9ea_7c6bca968e4247b8bb13ab36914b6431_mv2.png/v1/fill/w_245,h_189,al_c,q_85,usm_0.66_1.00_0.01,blur_2/Untitled_2022-May-23_07-53-35AM-000_CustomizedView	(from https://royborkin.editorx.io/osthesis---royborkin/company)
